person,timeCar,distCar,expSum
bb_335a30d6,3476.634000,74266.050000,7.55175476525622e-16
bb_78c16f00,2460.403000,45054.470000,1.60945702093405e-17
berlin_e9cb76bb,2460.403000,45054.470000,1.22762213437903e-09
bb_2180944b,9640.631000,144832.620000,3.51664605644922e-55
bb_573f4973,9640.631000,144832.620000,5.87811879164976e-55
berlin_07e7d108,2547.054000,35280.490000,8.50315076563732e-09
berlin_107de0c7,2547.054000,35280.490000,3.98479407694561e-07
berlin_3dde8adc,2547.054000,35280.490000,2.68946758168048e-11
berlin_4457479e,2547.054000,35280.490000,2.44487365038909e-11
berlin_b9c18c3a,2547.054000,35280.490000,2.56349281533981e-11
berlin_62948aa1,3407.210000,53632.810000,2.88653333689537e-13
berlin_0ed0dc8c,3248.426000,42268.030000,8.51729505840278e-09
berlin_3b09ece9,3248.426000,42268.030000,6.47559282106119e-18
berlin_3dfa52d7,3248.426000,42268.030000,1.60451682659693e-10
berlin_cb3d5384,3248.426000,42268.030000,6.77982770624410e-18
bb_14f41b94,5700.343000,128656.820000,7.90385552539089e-26
bb_948918f5,2400.163000,34408.860000,4.16862170029332e-07
bb_5b121c22,3817.232000,77954.820000,2.39040674658196e-28
bb_1fe252fe,3343.607000,72944.460000,1.20880702692368e-11
berlin_19b90ea2,3046.537000,46787.170000,2.03048427928329e-09
berlin_55ad74c5,3046.537000,46787.170000,4.86706198153569e-10
berlin_7370802d,3046.537000,46787.170000,1.02812185832807e-08
berlin_9515a5b2,3046.537000,46787.170000,5.97858295193487e-29
berlin_adcfce53,3046.537000,46787.170000,7.24342527465127e-19
berlin_bf9eb72b,3046.537000,46787.170000,4.72392197209320e-10
bb_2dd8830a,2481.076000,34910.010000,1.06611976358996e-08
bb_c5359646,4523.073000,98041.550000,3.40642280855931e-24
bb_c15a9d19,2481.076000,34910.010000,2.97012395891230e-08
bb_409e73db,1929.460000,30732.340000,3.30431379331782e-06
bb_05c5e085,3589.238000,76102.330000,2.21296708135796e-10
bb_9cfc93dc,3589.238000,76102.330000,6.06377920205225e-44
berlin_42c11d6b,2227.129000,34852.490000,6.64740379328424e-08
berlin_acfd04e8,2227.129000,34852.490000,2.85317690775888e-09
bb_2f5e713b,4623.473000,61194.120000,3.52658571105059e-11
bb_53fc912f,4623.473000,61194.120000,9.42891299324789e-12
bb_857a0ce3,2059.252000,28274.980000,1.92124439952788e-07
bb_7be2a837,6410.566000,120209.080000,2.17881162812314e-22
berlin_6932fd6f,4322.654000,66109.670000,1.40661832184262e-12
berlin_1dadb93f,3610.690000,56960.150000,6.07156924039910e-14
berlin_272473b8,3610.690000,56960.150000,3.02371571539760e-16
berlin_3a4ebd89,3610.690000,56960.150000,6.18704908654753e-14
berlin_c9c63f17,3610.690000,56960.150000,1.83619784406989e-22
berlin_b80da30c,4654.752000,52538.150000,8.37262562581116e-13
berlin_247a52a6,3840.535000,56428.460000,1.00218359924311e-34
berlin_2fe4d386,3840.535000,56428.460000,3.56341840881526e-11
berlin_59894ca5,3840.535000,56428.460000,5.96031537613442e-12
berlin_80a43b0f,3840.535000,56428.460000,1.67935415692393e-16
berlin_c4a15213,3840.535000,56428.460000,3.30164406446669e-11
bb_c25745e4,1989.423000,33357.670000,6.86939187062853e-21
bb_27912f43,4453.166000,61753.970000,9.73912826925829e-16
berlin_65ec02d9,4051.477000,60578.510000,2.63266415486811e-10
berlin_a167e018,4051.477000,60578.510000,4.52249413116751e-15
bb_b0e5ae73,4850.817000,77800.350000,7.42037480528895e-30
berlin_1a297499,3200.434000,41931.350000,3.01699411204206e-13
berlin_cc4eeb5f,3200.434000,41931.350000,7.52693632472167e-10
berlin_cef0a6c4,3200.434000,41931.350000,3.20964688886979e-13
bb_36f878f7,2151.245000,28880.570000,6.80603513742055e-07
berlin_25ef6605,2354.101000,35571.900000,1.51074730785674e-09
berlin_a618f7a7,2354.101000,35571.900000,5.64812625415956e-11
berlin_2e361605,2545.352000,36613.530000,6.05889820539428e-10
berlin_ae571581,2545.352000,36613.530000,4.25599647914786e-07
berlin_ca8b3e80,2545.352000,36613.530000,3.02076786065741e-23
berlin_759f7e2a,5225.791000,58626.530000,6.49179857054516e-19
berlin_286ccd64,3623.808000,57392.390000,1.48946950359793e-09
berlin_7e62e462,3623.808000,57392.390000,2.06507403534700e-12
berlin_27673259,2020.328000,31952.190000,4.15980255888232e-06
bb_08dfa288,1866.051000,27276.870000,5.84323692075708e-06
